name,type
Hope Springs,Hybrid
Green Goblin OG,Hybrid
Frankenberry,Hybrid
Government Cookies,Hybrid
Purple Headband,Hybrid
Honey OG,Hybrid
Wild Berry,Hybrid
Garlic Cheese,Hybrid
DH OG,Hybrid
Return of the Cheese,Hybrid
California Dream,Hybrid
Beyond the Brain,Hybrid
Hubble Bubble,Hybrid
Chill-OM,Hybrid
Rishi Kush,Hybrid
Point of No Return,Hybrid
Amsterdam Cheese,Hybrid
Morpheus,Hybrid
The Matrix,Hybrid
G4,Hybrid
Pakistani 47,Hybrid
Pink Hashplant,Hybrid
Schamell #9,Hybrid
O.G. Bubble Gum,Hybrid
Healing Fields,Hybrid
Talisman,Hybrid
Oak Tree,Hybrid
Peacemaker,Hybrid
Golden Gage,Hybrid
Sapphire Kush,Hybrid
Cool Jack,Hybrid
Cherry Cake,Hybrid
Gorilla Punch,Hybrid
Don Perignon,Hybrid
King Jack,Hybrid
The Boardwalk,Hybrid
Rump Wreck,Hybrid
Hard Candy,Hybrid
Taylor Swift,Hybrid
Orange Dogwalker,Hybrid
Fire In The Hole,Hybrid
Romulan Cookies,Hybrid
Blue Ultra,Hybrid
White Magoo,Hybrid
Deathstar OG,Hybrid
Snow OG,Hybrid
Sour Truth,Hybrid
Mrs. Doubtfire,Hybrid
Cosmic Temple,Hybrid
The Ox Piss,Hybrid
Chem Ox,Hybrid
Buford OG,Hybrid
Jamaican Gold,Hybrid
Lemon Sour Diesel,Hybrid
Starburst (OG x Blue Satellite),Hybrid
Platinum Jack Cookies,Hybrid
Mack Town Diesel,Hybrid
Red Afghani,Hybrid
Cherry Dawg,Hybrid
Extreme Cookies,Hybrid
Orange Cream,Hybrid
Orange Valley OG,Hybrid
Double Stuff,Hybrid
Cherry Cream Pie,Hybrid
Grease Monkey,Hybrid
Tangie Sherbet,Hybrid
Lemon Crack,Hybrid
Blue Ape,Hybrid
Lemon Funk,Hybrid
Blue Valley,Hybrid
Goji Lemon Haze,Hybrid
Harlequin GDP,Hybrid
Ganesh Spirit,Hybrid
Ice Cool,Hybrid
Botafumeiros,Hybrid
Blue Mystic x Purple River x Huckleberry OG,Hybrid
Purple River,Hybrid
Nookies,Hybrid
Irene x Irene Apparition,Hybrid
Blue Dot x Irene Apparition ,Hybrid
Irene Apparition,Hybrid
Atom Splitter,Hybrid
Jackfruit,Hybrid
Boss OG x Sour D,Hybrid
BC Pinewarp,Hybrid
Speed Devil #2,Hybrid
Speed Devil,Hybrid
Dark Devil,Hybrid
Black Cream,Hybrid
Royal Caramel,Hybrid
Royal Bluematic,Hybrid
Royal Creamatic,Hybrid
Royal Dwarf,Hybrid
Power Flower,Hybrid
Royal Kush Automatic,Hybrid
Royal Moby,Hybrid
Somango XL,Hybrid
Critical #47,Hybrid
Skunk XL,Hybrid
Blue N White,Hybrid
Bubblelope,Hybrid
BubbleBean,Hybrid
Bubba Kush x Granddaddy Purple,Hybrid
Special Queen #1,Hybrid
Power Bud,Hybrid
Painkiller XL,Hybrid
Speedy Chile,Hybrid
Chile Indica,Hybrid
Medical Mass,Hybrid
Royal Madre,Hybrid
Kali Dog,Hybrid
Sand King,Hybrid
P.O. #7 (XXX),Hybrid
P.O. #5 (California Love),Hybrid
P.O. #3 (Earthshaker OG),Hybrid
P.O. #2,Hybrid
Jack 99,Hybrid
Helix,Hybrid
91 OG,Hybrid
91 Bubbleberry,Hybrid
Chocolate Haze,Hybrid
Candy Kush Express,Hybrid
Sweet Special Auto,Hybrid
Bubblegum XL,Hybrid
Blue Mistic,Hybrid
Green Lotus,Hybrid
More Cowbell,Hybrid
El Chapo,Hybrid
Green Hornet OG,Hybrid
Blue Dream x Banana OG,Hybrid
Silver Hammer,Hybrid
Orange Goo,Hybrid
Cali-Om,Hybrid
Menage A Trois,Hybrid
Devil Dawg,Hybrid
AlienFruit,Hybrid
Cosmicdawg,Hybrid
Stardawg IX,Hybrid
Wild Cherry,Hybrid
Cherry Thunderfuck,Hybrid
Grape Candy,Hybrid
Iceberg Cookiez,Hybrid
The Shire,Hybrid
Berry Delight,Hybrid
Space Ghost (Red Bee),Hybrid
Lois Lane,Hybrid
Chocolate Headband,Hybrid
Lemon Stinky F2,Hybrid
Malonica,Hybrid
Big Haze (Crazy X),Hybrid
Rasputin IBL,Hybrid
Lemon Stinky,Hybrid
In The Amnesia,Hybrid
Wifi Leroy,Hybrid
In The Jack,Hybrid
Sour Freeway,Hybrid
Dank Vader,Hybrid
Starwarz,Hybrid
Black Dawg V3,Hybrid
DawgTown Kush V2 F2,Hybrid
Epik Purple,Hybrid
4D (4th Dimension),Hybrid
"Double ""D""",Hybrid
SoCal Dawg,Hybrid
Blue Dream Skunk,Hybrid
Keisha,Hybrid
Grape Gazoo,Hybrid
The Great Gazoo,Hybrid
Becky,Hybrid
Boulder Queen,Hybrid
Starrcade,Hybrid
Ros̩,Hybrid
OG Space Ghost,Hybrid
Purple Phantom (Red Bee),Hybrid
MG Kush,Hybrid
Lemon Venom,Hybrid
Cali Dream,Hybrid
Lemon Wheel,Hybrid
Phishead Kush,Hybrid
Pliny Purple,Hybrid
Silver Pucker,Hybrid
Pucker Haze,Hybrid
Lemon Ice Pucker,Hybrid
Jack of All Lemons,Hybrid
Galactic Pucker,Hybrid
Grand Marnier,Hybrid
Southern Comfort,Hybrid
Magilla Gorilla,Hybrid
Purple Fat Pie,Hybrid
Sour Widow,Hybrid
Mack Truck,Hybrid
Wild Cherry Cookies,Hybrid
White Cherry Pie,Hybrid
OGKB x Secret Weapon,Hybrid
Purple Cherry,Hybrid
Secret Weapon,Hybrid
Orangutan Pie,Hybrid
Platinum Blueberry Kush,Hybrid
Afghanimal,Hybrid
Fat Marty,Hybrid
Silver Back,Hybrid
Royal Purple,Hybrid
Royal Scout,Hybrid
Purple Jazz,Hybrid
Animal Blues,Hybrid
Purple Glue,Hybrid
Purple Dinosaur,Hybrid
Purple T-Rex,Hybrid
T-Rex,Hybrid
Purple Animal Kush,Hybrid
Platinum Secret BX,Hybrid
Platinum Secret,Hybrid
Phantom Hulk,Hybrid
Nitro Cookies,Hybrid
Mendo Bubba Kush,Hybrid
Kushies,Hybrid
Katsu Bubba BX,Hybrid
Incredible Wrench,Hybrid
Hulkamaniac,Hybrid
Grand Double Purple ,Hybrid
Eagle Scout,Hybrid
Double Rainbow,Hybrid
Rainbow Cookies,Hybrid
Double Purple Hulk,Hybrid
Demon OG,Hybrid
Dark VooDoo Haze,Hybrid
Crystal Gem,Hybrid
Purple Hulk,Hybrid
Cherry Tahoe,Hybrid
Black Cherry Pie BX1,Hybrid
Black Cherry Pie,Hybrid
Crystal Cookies,Hybrid
Malawi Black,Hybrid
Bubba Tang,Hybrid
Undertaker,Hybrid
Tangerine Power,Hybrid
SunSour,Hybrid
Sex Pistol,Hybrid
Sour 60,Hybrid
Berberserker,Hybrid
Animal Pie,Hybrid
Couch Project,Hybrid
Flatland Basic x Bubblechung,Hybrid
Alien Witchcraft,Hybrid
FlatAffie,Hybrid
Flatland Basic,Hybrid
UK08,Hybrid
Bubble Trouble,Hybrid
Danish Passion,Hybrid
Bubble Chung,Hybrid
Sour Bubble DMT,Hybrid
Tahoe Blue Kush,Hybrid
Ambrosia Papaya,Hybrid
Skunk Afgoo,Hybrid
Purple Voodoo Monster,Hybrid
Tokyo OG,Hybrid
Casey Quantum,Hybrid
Chem 91 x Lemon Skunk,Hybrid
Santa Cruz Blue,Hybrid
Sour Diesel x OG,Hybrid
Pilot Talk OG,Hybrid
PB&J x Blueberry Yum Yum,Hybrid
StarDawg OG x Tahoe OG,Hybrid
Tango,Hybrid
Tangie x GSC,Hybrid
Rainbow Jack,Hybrid
Supermax OG,Hybrid
Purple Kush x Banana Kush,Hybrid
Mango Chem,Hybrid
Louis Vuitton OG,Hybrid
Alien Train Wreck,Hybrid
Wizard of OZ,Hybrid
Gelato #46,Hybrid
Gelato #48,Hybrid
Chocolate Gelato,Hybrid
Cherry Gasm,Hybrid
Spacedude,Hybrid
Chocolate Banana Kush,Hybrid
Deep Diesel,Hybrid
Tangerine Birthday Cookies,Hybrid
SpaceGlue,Hybrid
Loud Passenger,Hybrid
Amtrac,Hybrid
Lost In Space (SpaceAged Genetics),Hybrid
Hear Me Now,Hybrid
SpaceAged OG F2,Hybrid
Muttniks Montage,Hybrid
Breathless OG,Hybrid
Spaceaged OG cut,Hybrid
Sour Dutch,Hybrid
Washington Apple,Hybrid
Shishkabarrel OG,Hybrid
Purple Rhodi,Hybrid
Outlaw Orange,Hybrid
Northern Lights #5 BX1,Hybrid
Nirvana,Hybrid
Medicated OG,Hybrid
Lithium OG,Hybrid
Lake of Fire (Plateau),Hybrid
L.O.B. OG,Hybrid
Galadriel,Hybrid
Kourtney Luv,Hybrid
Hawkeye,Hybrid
Blue Foo Dog,Hybrid
Grapist F2,Hybrid
Epoxy OG,Hybrid
Elite Treat,Hybrid
Reptilian Elite,Hybrid
Caveman OG,Hybrid
Glacier OG,Hybrid
Blood Hound,Hybrid
Huckleberry Hound,Hybrid
Purple Berry BX,Hybrid
Comatose Pineapple Kush,Hybrid
Beast Mode OG,Hybrid
Forum Prince,Hybrid
Prince Maharaj,Hybrid
Ebola #7 (THCbola),Hybrid
Sour Skywalker OG,Hybrid
Run The Jewels,Hybrid
Coconut Kush,Hybrid
Heatseeker,Hybrid
O.Z. Kush,Hybrid
Sour Diesel x NYC Diesel,Hybrid
Pre 98 Cookies,Hybrid
Afghan Mango,Hybrid
Baylien,Hybrid
Brainfreeze,Hybrid
Carrot Cake,Hybrid
Blue Dream x Romulan,Hybrid
Blue Chip Cookies,Hybrid
Hyper Blue,Hybrid
Chewbacca,Hybrid
Cherry Darling,Hybrid
Lone Starr,Hybrid
Cherry AK x Tangie,Hybrid
OG / Mr. Nice,Hybrid
Mango Punch,Hybrid
A3,Hybrid
Fruit Kush,Hybrid
Juicy 99,Hybrid
Vanilla Diesel,Hybrid
Diamond Cutter OG,Hybrid
Tyrone Special,Hybrid
Toof Decay,Hybrid
Sweet Collision,Hybrid
Sugar Magnolia,Hybrid
OG Bubba,Hybrid
Sour Hound,Hybrid
Chemdogging,Hybrid
Sour Bubbly,Hybrid
Hubbabubbasmelloscope,Hybrid
Smart Alex,Hybrid
Clockwork Orange (Riot),Hybrid
Clockwork Orange,Hybrid
ShishKaCrack F1,Hybrid
Shish99,Hybrid
Purple Fuck V2,Hybrid
Purple Fuck V1,Hybrid
Purple Bubba Crack,Hybrid
Platinum Banana Crack,Hybrid
Mr. Burns,Hybrid
Mack Da Knife OGK,Hybrid
Longboard,Hybrid
Lemon Mango OG,Hybrid
Mango Lemon OG,Hybrid
Lemon Malawi Wreck F1,Hybrid
Cherry Malawi,Hybrid
Killer Crack,Hybrid
Hot Box,Hybrid
Grape Stompin Crack,Hybrid
Deep Wreck F1,Hybrid
Lemon Grenade,Hybrid
Dead Dawg Queen,Hybrid
De Grape Trainwreck #5,Hybrid
Dark Night,Hybrid
Craze,Hybrid
Crack Wreck,Hybrid
Velvet Cookies,Hybrid
Skins Skunk,Hybrid
8 Mile,Hybrid
Michigan Skunk,Hybrid
Premium Jack,Hybrid
Elusive OG,Hybrid
Hashwrecker,Hybrid
Purple Cream OG,Hybrid
Strawberry Milkshake (GREENLIFE),Hybrid
Strawberry Soda,Hybrid
The Ooze,Hybrid
Slimer OG,Hybrid
Cookie Jar,Hybrid
Strawberry Durban,Hybrid
Loud Lemonade,Hybrid
Blueberry Pakistani,Hybrid
B130,Hybrid
Banangie,Hybrid
Watermelon Kush,Hybrid
Seraphina,Hybrid
The Ranger,Hybrid
Velvet Kush (Royal Kush),Hybrid
Strawberry Smoothie,Hybrid
Glue Walker,Hybrid
Maui Walker,Hybrid
White Bubba,Hybrid
Blueberry Ape,Hybrid
Tangie x Jack,Hybrid
Mango Sapphire,Hybrid
Lemon Juice Express,Hybrid
707 Truthband,Hybrid
Shaman OG,Hybrid
Cherry Northern Lights,Hybrid
Raspberry Diesel,Hybrid
Cherry Afghan,Hybrid
Lemendhaze,Hybrid
Goomendaze,Hybrid
Berry Mania x Dark Cross,Hybrid
Midnight Fire,Hybrid
SicBerry,Hybrid
Berry Mania,Hybrid
Sic Sister,Hybrid
Pure Gooey,Hybrid
Psychopatch,Hybrid
Hawaiian Juicy Fruit Cookies,Hybrid
Glueberry,Hybrid
Iron Mike (Mike Tyson OG),Hybrid
Funky Dwarf,Hybrid
Chemage,Hybrid
Kryptonite OG,Hybrid
Kush O Nesia,Hybrid
Bubba Brother,Hybrid
Happy Chem,Hybrid
Purple Rain x Biker Kush V1.0,Hybrid
Biker le blanc,Hybrid
LA Affair x Biker Kush V1.0,Hybrid
Anonymous,Hybrid
Point Break,Hybrid
Happy Kush,Hybrid
SSSDH x Jack,Hybrid
Super Silver Sour Diesel Haze (Connoisseur),Hybrid
Ghostrider V2.0,Hybrid
Brotherhood OG,Hybrid
Happy Brother BX2,Hybrid
Happy Brother BX1,Hybrid
Happy Brother,Hybrid
Y Life,Hybrid
Cheesy Rider,Hybrid
Old Grandpa Scratch,Hybrid
Old Scratch,Hybrid
Long Island Old School (L.I.O.S.),Hybrid
White Biker,Hybrid
White Snake,Hybrid
White Sage,Hybrid
White Beezle Bubba,Hybrid
Black Licorice,Hybrid
Beezle Bubba V2.0,Hybrid
Katsu (Bubba Kush),Hybrid
Polar Bear,Hybrid
White OG V2.0,Hybrid
AG13 Haze x Biker LTD,Hybrid
AG13 Haze,Hybrid
C99 x Biker ,Hybrid
Bubba Skunk,Hybrid
Cinderella 99 BX-1,Hybrid
Dominator x Biker ,Hybrid
Biker Kush V2.0,Hybrid
D Kush,Hybrid
Blackanese (Mad Hatter),Hybrid
Alpha Who,Hybrid
Holy Diver,Hybrid
Holy Chocolate Thai,Hybrid
Love,Hybrid
Sour Lopez,Hybrid
Cherry Lopez,Hybrid
Dr. Kush,Hybrid
Grateful Puff,Hybrid
Critters Cookies,Hybrid
Cookie Crumbles,Hybrid
Green Avenger,Hybrid
Rocky Mountain Tangerine,Hybrid
Scarlet Fire,Hybrid
Blackberry Afgoo,Hybrid
Phantom Jack,Hybrid
Super Fuel,Hybrid
Animal Mint Cookies,Hybrid
Ascension,Hybrid
Holy Stic,Hybrid
Puookie,Hybrid
Fortune Teller,Hybrid
Apogee,Hybrid
Silver Cherry,Hybrid
White Lightnin,Hybrid
Sour Krush,Hybrid
Sour Clementine,Hybrid
Kona Sunset,Hybrid
Krona,Hybrid
Cookie Glue,Hybrid
Armagnac,Hybrid
Aloha Berry,Hybrid
Alien Asshat,Hybrid
Call Girl,Hybrid
Asshat,Hybrid
Iron Cindy,Hybrid
White Animal,Hybrid
Dutch Schultz,Hybrid
Al Capone,Hybrid
Pablo Escobar,Hybrid
Tony Montana,Hybrid
Lord Humungus,Hybrid
Goro,Hybrid
Zeta S.A.G.E.,Hybrid
Big Perm,Hybrid
Mr. Wonka Himself,Hybrid
Everlasting Grape Stomper,Hybrid
Lemon Burst,Hybrid
Purple Nurds,Hybrid
Wonkstar,Hybrid
Chem 4 Alien OG,Hybrid
Apocalypto,Hybrid
Youth In Asia,Hybrid
First 48,Hybrid
Summer Breeze,Hybrid
Mojito,Hybrid
Limegerian,Hybrid
Stardust,Hybrid
Nate Dawg OG,Hybrid
LA Fighter,Hybrid
Hard Nipple Kush,Hybrid
Detour,Hybrid
San Andreas OG,Hybrid
Tahoe Fighter,Hybrid
Kris Kringle,Hybrid
Super Sweet Kush,Hybrid
Four Leaf Clover,Hybrid
Gold Monkey,Hybrid
Tangie x Larry OG,Hybrid
Black Faze,Hybrid
Faze 3,Hybrid
Backwood,Hybrid
Cherry Slyder,Hybrid
Super Silver Gaze,Hybrid
Chemical Burn,Hybrid
Sweet Pink Stink,Hybrid
Obsidian Ice,Hybrid
Sweet Green,Hybrid
Dark Diesel,Hybrid
Purple Pig,Hybrid
Cashmere,Hybrid
Warlock Diesel,Hybrid
Purple Phantom,Hybrid
Blazing Blues,Hybrid
Firestarter,Hybrid
Titanic,Hybrid
Cheesey Jones,Hybrid
Strawberry Daiquiri,Hybrid
Strawberries and Cream,Hybrid
White Star Dawg,Hybrid
WWD,Hybrid
Master Jack,Hybrid
White Magic,Hybrid
Congolese Landrace,Hybrid
Chem Diesel,Hybrid
Purple StarDawg,Hybrid
Night Queen,Hybrid
Medi Bomb #2,Hybrid
Bomb #2,Hybrid
Medi Bomb #1,Hybrid
Widow Bomb,Hybrid
Fraggle Skunk Auto,Hybrid
Early Maroc,Hybrid
Amnesika 2.0,Hybrid
Black Bomb,Hybrid
Amnesika,Hybrid
Gokunk,Hybrid
Tropimango,Hybrid
Narkosis,Hybrid
Wombat,Hybrid
Sophie OG,Hybrid
Sour Cider,Hybrid
Clementine x Bananas,Hybrid
Hardcore Bananas,Hybrid
Cookies x Sherbert,Hybrid
Harlequin x Granddaddy Blueberry,Hybrid
Candy Magic,Hybrid
Candy Diesel,Hybrid
Candy Baer,Hybrid
Magic Fire,Hybrid
Killer Purps,Hybrid
Hash Bomb,Hybrid
Cluster Bomb (Bomb Seeds),Hybrid
CBD Bomb,Hybrid
Bomb #3,Hybrid
Cheese Bomb (Bomb Seeds),Hybrid
Buzz Bomb,Hybrid
Bubble Bomb,Hybrid
Atomic,Hybrid
Empire Kush,Hybrid
Kush Bomb,Hybrid
Cherry Bomb (Bomb Seeds),Hybrid
Big Bomb,Hybrid
Secret Garden,Hybrid
Vader Kush,Hybrid
Urkle Berry II,Hybrid
Triple Nova,Hybrid
Tennessee Purple Kush,Hybrid
Sour Double Kush,Hybrid
Sin Diesel,Hybrid
Road Kill Skunk (CannaVenture),Hybrid
OG47,Hybrid
LA Affair,Hybrid
Garlic Breath,Hybrid
425,Hybrid
Electric Larry Land,Hybrid
Diesel Fire,Hybrid
Fire OG BX,Hybrid
Daffie,Hybrid
Chem Garlic,Hybrid
Dawg Jam 91,Hybrid
Better Than Yours OG (BTY),Hybrid
Boy Scout Cookies,Hybrid
Black SS,Hybrid
Smelly Cherry,Hybrid
Psycho Killer,Hybrid
Deep Psychosis,Hybrid
Smile,Hybrid
Oldtimes BX,Hybrid
Oldtimes,Hybrid
ESB,Hybrid
ES,Hybrid
Strawberry Cough #2,Hybrid
Skunk Master,Hybrid
Simply Swiss,Hybrid
Short Term Amnesia,Hybrid
Quick Silver,Hybrid
Purple Evolution,Hybrid
Orange Candy Floss,Hybrid
Mini Thunderfuck,Hybrid
Melon Collieherb,Hybrid
Russian Rudaralis,Hybrid
Mazar Afghani (Dutchbreed),Hybrid
Master Chronic,Hybrid
Ishvara,Hybrid
Sunrise Dew,Hybrid
V2 Rocket,Hybrid
White Wash,Hybrid
Lowryder Mint,Hybrid
LowMaster,Hybrid
Little Red Ryder Hood,Hybrid
Killer Super Blueberry,Hybrid
Blues (Underground),Hybrid
KillerSkunk,Hybrid
SmellyBerry,Hybrid
Blues,Hybrid
Karakoram Kush,Hybrid
Indian Morning Haze,Hybrid
Himalayan Monster,Hybrid
Hazy Daze (Dutchbreed),Hybrid
Colombian Gold #2,Hybrid
Crude Oil,Hybrid
Brazilian Pineapple,Hybrid
Blue Barrel AK,Hybrid
Autum Fall,Hybrid
Aurora Polaris,Hybrid
Lavender Jack,Hybrid
Sweet Sherbert,Hybrid
Blue Sky Mango,Hybrid
Face Paint,Hybrid
Alpha Omega OG,Hybrid
Train Wreck x Northern Lights,Hybrid
Choc-Matic,Hybrid
Dizzy Lights,Hybrid
Delhi Friend,Hybrid
Grand Heft Auto,Hybrid
Jumping Black Dash,Hybrid
Kripple Roulette,Hybrid
Kripple Shock,Hybrid
Krippleberry,Hybrid
Pickled Diesel,Hybrid
Sonic Bloom,Hybrid
Spinning Buzz Kick,Hybrid
The Incredible Bulk,Hybrid
Kaya 47,Hybrid
ASH,Hybrid
FunkBerry,Hybrid
Lemon Candy,Hybrid
C7 Ultra,Hybrid
Velvet Rush X NL5/Haze,Hybrid
Velvet Rush,Hybrid
Mazar-I-Shariff X Guerrero,Hybrid
Guerrero,Hybrid
Granola Funk,Hybrid
Tiger Mountain,Hybrid
Jahruba,Hybrid
Thai Fire OG,Hybrid
Buzz Light Gear,Hybrid
Chilly Willy,Hybrid
Mango Chutney,Hybrid
Jelly Donut,Hybrid
Early OG,Hybrid
Daydream (Sativa Seedbank),Hybrid
Mega Cookies,Hybrid
Bubbachron,Hybrid
Gooey Wreck,Hybrid
Goji Glue,Hybrid
Goji Cheese,Hybrid
Tangie Goji,Hybrid
Schlemons,Hybrid
UV-A,Hybrid
Afghan H.A.,Hybrid
Afghan Poison,Hybrid
Afghan Abusive,Hybrid
Cab Driver,Hybrid
Smelliot,Hybrid
Chem Trail,Hybrid
Africanistan,Hybrid
Cougar Piss,Hybrid
4 Corners,Hybrid
Alfred Packer,Hybrid
Khyber Kush #1,Hybrid
Afghan Face-Off,Hybrid
Pineapple Hash Plant (Rare Dankness),Hybrid
Rectangle,Hybrid
Afghan Blue,Hybrid
I.E.D.,Hybrid
HillBilly Armor,Hybrid
Fort Collins Cough,Hybrid
Flo-OG,Hybrid
Ghost of LeeRoy,Hybrid
Afghan Ghost,Hybrid
Dank Commander,Hybrid
Afternoon Delight,Hybrid
Chocolate Dream,Hybrid
Bubba Wreck,Hybrid
Crater Lake V4,Hybrid
Think-Tank,Hybrid
Soliloqueen,Hybrid
Mochalope,Hybrid
Caramel Cough,Hybrid
Caramel Candy Kush,Hybrid
BlisterFist,Hybrid
Bluniverse,Hybrid
Mardarin,Hybrid
Strawberry Wild,Hybrid
Lemon Guru,Hybrid
Heavy OGK,Hybrid
Blu OGK (OG Kush),Hybrid
Sapphire OG,Hybrid
Super Cookies,Hybrid
Harmony,Hybrid
Mai Thai,Hybrid
Banana Jack,Hybrid
Cherry Durban Poison,Hybrid
Purple Emergency,Hybrid
Snow Cookies,Hybrid
Hawaiian Cookies,Hybrid
Feygo Red Pop,Hybrid
Dreamy Jones,Hybrid
Purple Martian,Hybrid
Purple Durban Poison,Hybrid
Red Poison,Hybrid
Aruba,Hybrid
Kush It,Hybrid
Cascadian Frost,Hybrid
Chiquita Banana,Hybrid
C4 x Tangie,Hybrid
Strawberry Kosher,Hybrid
Vets OG,Hybrid
Green Dawg,Hybrid
OG Shark,Hybrid
Mountain Kush,Hybrid
Magic Purple Dog,Hybrid
Magic Power,Hybrid
Paraguayan Landrace,Hybrid
Purple Magic,Hybrid
Black Russian (Delicious),Hybrid
Sugar Candy,Hybrid
Sweet Lion Sitte,Hybrid
Jaggen,Hybrid
Snowryder,Hybrid
Girl Scout Haze Cookies,Hybrid
Cherry Fire x OG,Hybrid
Grand Daddy Urkle,Hybrid
Oil Spill,Hybrid
Pure Truth,Hybrid
Orange Sherbet,Hybrid
Strawberry Cindy,Hybrid
Life Preserver,Hybrid
Strawberry Koochie,Hybrid
Lifesaver x Haze Satellite,Hybrid
Afghani Pink,Hybrid
Airhead,Hybrid
Surf Cookies,Hybrid
Blue Vortex,Hybrid
Blue Fox,Hybrid
Northern Light Blue,Hybrid
Blackberry Spacewreck,Hybrid
Area 43,Hybrid
White Fire 43 (Wifi 43),Hybrid
Vanilla Sky,Hybrid
Da Chedda,Hybrid
Urkle Dawg,Hybrid
Old School Kush,Hybrid
Purple Suicide F1,Hybrid
Cherry Bomb V2 (SoCal),Hybrid
Dawg Cookies F2,Hybrid
SoCal Lemon Diesel,Hybrid
Spicy Thai,Hybrid
P.O.P. F2 (Pacific Ocean Platinum),Hybrid
SoCal Giesel,Hybrid
Triple Double,Hybrid
Lemon Glue,Hybrid
Hard Lemon,Hybrid
Thai Dragon 99,Hybrid
Maui Diesel,Hybrid
Prize Kush,Hybrid
P.O. #6 (Petrol OG),Hybrid
Mango Haze x Big Blue,Hybrid
Green Ribbon x Candy Jack,Hybrid
Evergreen Og,Hybrid
Cherry Bubba Kush,Hybrid
Viper Goji,Hybrid
Muay Thai,Hybrid
Stitch 0.1,Hybrid
Mr. Chiesel,Hybrid
Million Dollar Baby,Hybrid
Black Raspberry,Hybrid
Blizzard,Hybrid
Dubking,Hybrid
Lizard King OG,Hybrid
Banana Foster,Hybrid
Banana Crack,Hybrid
Baby Breath,Hybrid
Grateful Breath F2,Hybrid
Lemon Kush x Tangie,Hybrid
Blueberry x Sour Grape,Hybrid
Gorilla Glue #4 x Mango OG,Hybrid
Sour Chem,Hybrid
Louis XIII x NYC Diesel,Hybrid
Royal Cookies,Hybrid
Pineapple Chiesel,Hybrid
V3,Hybrid
Juicy Jill,Hybrid
Lunar Cheese,Hybrid
Pineapple Sherbert,Hybrid
Bio-Jesus,Hybrid
Cannatonic C10,Hybrid
Cannatonic C6,Hybrid
Platinum Huckleberry Cookies,Hybrid
Tahoe Larry OG,Hybrid
Angel Cookies,Hybrid
Harlequin Jo,Hybrid
Force OG,Hybrid
Flying Hammer,Hybrid
Grateful Chem,Hybrid
Grateful Grape,Hybrid
Diesel Cookies,Hybrid
Grape Jack,Hybrid
Star Fire,Hybrid
Moolah,Hybrid
Black Cherry Chem,Hybrid
Aurora x Raspberry Kush,Hybrid
Mr. Nice x Grape,Hybrid
Lilly (Pina Colada),Hybrid
Jauja (Dreams & Honey),Hybrid
Strawberry Las Vegas Bubba Kush (S.L.V.B.K.),Hybrid
Las Vegas Bubba Kush (L.V.B.K.),Hybrid
Sugar Cream,Hybrid
3 Kings x Cheese,Hybrid
Scouts Honor,Hybrid
Diesel x Adonai OG,Hybrid
Adonai Kush,Hybrid
Master GDP,Hybrid
Green Crack x OG,Hybrid
Hawaiian Honey Purple,Hybrid
Hawaiian Honey,Hybrid
Valley Ghash (VGH),Hybrid
Chemdawg #2,Hybrid
Aliens JackD Up,Hybrid
Alien Nightmare,Hybrid
GDP x Purple Cream,Hybrid
Epic,Hybrid
Dream Catcher,Hybrid
Covert,Hybrid
Bazinga,Hybrid
Project 13,Hybrid
OG Hog,Hybrid
Black Dahlia,Hybrid
Black Dahlia (TGA),Hybrid
Sherbert Cookies,Hybrid
Mr. Goji,Hybrid
Cookie Pie,Hybrid
GDP x Querkle,Hybrid
Sweet & Sour Cindy,Hybrid
Nightmare Cookies,Hybrid
Durban Berry,Hybrid
Lemon Bomb,Hybrid
Raspberry OG,Hybrid
Rainbow Multi Purple,Hybrid
Maverick,Hybrid
Early Wonder Skunk,Hybrid
Auto Afghan,Hybrid
Auto GTI,Hybrid
Russian Roulette,Hybrid
Auto Affie,Hybrid
Ghost Wreck,Hybrid
Blue Berry,Hybrid
Blueberry Essence,Hybrid
Black Ops,Hybrid
Bubble Skunk,Hybrid
Widow Shock,Hybrid
Thunderfuc* OG,Hybrid
Sour Blue Cheese,Hybrid
Durban Dragon,Hybrid
Lemon Bubba,Hybrid
Chocolope / Blue Dream,Hybrid
Chem #4 x Durban Poison,Hybrid
French Oranges,Hybrid
Head Band (Med-Man),Hybrid
Purple Rock-Band,Hybrid
Rock-Star Kush BX1,Hybrid
Rock-Star Kush (Maple Ridge Rockstar Kush),Hybrid
Conkushion (Maple Ridge Kush),Hybrid
Island AK,Hybrid
True Crack,Hybrid
Strawberry Scout Cookies,Hybrid
T4 (T-4),Hybrid
Strawberry Pie,Hybrid
Cherry Wreck,Hybrid
Cannatonic / Blue Dream,Hybrid
Cannatonic / Bubba,Hybrid
Jack Cough,Hybrid
Breath of Fire OG,Hybrid
Purple Cotton Haze,Hybrid
Head Cheese,Hybrid
Goo-Cheese,Hybrid
Goo-Che,Hybrid
Purple Pain Killer,Hybrid
Green Grapes,Hybrid
Dieseline,Hybrid
Red Dawg,Hybrid
Jack Widow,Hybrid
Eagle Scout Cookies,Hybrid
Space Candy,Hybrid
Granddaddy Purple / Afgoo,Hybrid
Pinkfruit Diesel,Hybrid
Snervel x Grapefruit,Hybrid
White Fire x Lemon Skunk,Hybrid
